Navn;Land;Rang;Position;Pris;Markedsværdi (EUR);Værdi-indeks;Popularitet;Ude af spil;Program R1-3;Runde 1;Runde 2;Runde 3;Runde 4;Runde 5;Runde 6;Runde 7;Runde 8
Roberto Lopes;Kap Verde;38;Forsvar;2000000;250000;0.12;0.00014879291745712903;Nej;2.0;Spanien 15/6;Uruguay 21/6;Saudi-Arabien 27/6;;;;;
Steven Moreira;Kap Verde;38;Forsvar;2000000;1500000;0.75;0.00016739203213927018;Nej;2.0;Spanien 15/6;Uruguay 21/6;Saudi-Arabien 27/6;;;;;
Kelvin Pires;Kap Verde;38;Forsvar;2000000;400000;0.2;0.00011159468809284678;Nej;2.0;Spanien 15/6;Uruguay 21/6;Saudi-Arabien 27/6;;;;;
Henrik Falchener;Norge;10;Forsvar;2000000;6000000;3.0;0.0022504928765390768;Nej;2.3;Irak 16/6;Senegal 23/6;Frankrig 26/6;;;;;
Sondre Langås;Norge;10;Forsvar;2000000;4000000;2.0;0.002734069858274746;Nej;2.3;Irak 16/6;Senegal 23/6;Frankrig 26/6;;;;;
Marcus Holmgren Pedersen;Norge;10;Forsvar;2000000;3500000;1.75;0.003319941970762192;Nej;2.3;Irak 16/6;Senegal 23/6;Frankrig 26/6;;;;;
Odin Bjørtuft;Norge;10;Forsvar;2000000;4500000;2.25;0;Ja;2.3;Irak 16/6;Senegal 23/6;Frankrig 26/6;;;;;
Shurandy Sambo;Curaçao;45;Forsvar;2000000;1300000;0.65;0.00022318937618569356;Nej;2.7;Tyskland 14/6;Ecuador 21/6;Elfenbenskysten 25/6;;;;;
Armando Obispo;Curaçao;45;Forsvar;2000000;4000000;2.0;0.00026968716289104636;Nej;2.7;Tyskland 14/6;Ecuador 21/6;Elfenbenskysten 25/6;;;;;
Riechedly Bazoer;Curaçao;45;Forsvar;2000000;1500000;0.75;0.00014879291745712903;Nej;2.7;Tyskland 14/6;Ecuador 21/6;Elfenbenskysten 25/6;;;;;
Deveron Fonville;Curaçao;45;Forsvar;2000000;1500000;0.75;0.0001580924747981996;Nej;2.7;Tyskland 14/6;Ecuador 21/6;Elfenbenskysten 25/6;;;;;
Keeto Thermoncy;Haiti;39;Forsvar;2000000;100000;0.05;0.00012089424543391734;Nej;2.7;Skotland 14/6;Brasilien 20/6;Marokko 24/6;;;;;
Wilguens Paugain;Haiti;39;Forsvar;2000000;800000;0.4;0.00026038760554997583;Nej;2.7;Skotland 14/6;Brasilien 20/6;Marokko 24/6;;;;;
Delentz Pierre;Haiti;39;Forsvar;2000000;150000;0.07;0;Ja;2.7;Skotland 14/6;Brasilien 20/6;Marokko 24/6;;;;;
Carlens Arcus;Haiti;39;Forsvar;2000000;1800000;0.9;9.299557341070565e-05;Nej;2.7;Skotland 14/6;Brasilien 20/6;Marokko 24/6;;;;;
Martin Experience;Haiti;39;Forsvar;2000000;350000;0.17;0.00023248893352676412;Nej;2.7;Skotland 14/6;Brasilien 20/6;Marokko 24/6;;;;;
Rocky Bushiri;Congo DR;32;Forsvar;2000000;400000;0.2;0;Ja;2.0;Portugal 17/6;Colombia 24/6;Usbekistan 27/6;;;;;
Aaron Tshibola;Congo DR;32;Forsvar;2000000;150000;0.07;0.0015158278465945022;Nej;2.0;Portugal 17/6;Colombia 24/6;Usbekistan 27/6;;;;;
Steve Kapuadi;Congo DR;32;Forsvar;2000000;2500000;1.25;0.00024178849086783468;Nej;2.0;Portugal 17/6;Colombia 24/6;Usbekistan 27/6;;;;;
Simon Sohm;Schweiz;18;Midtbane;2000000;4000000;2.0;1.859911468214113e-05;Ja;1.7;Qatar 13/6;Bosnien-Hercegovina 18/6;Canada 24/6;;;;;
Filip Ugrinic;Schweiz;18;Midtbane;2000000;6000000;3.0;0;Ja;1.7;Qatar 13/6;Bosnien-Hercegovina 18/6;Canada 24/6;;;;;
Ardon Jashari;Schweiz;18;Midtbane;2000000;25000000;12.5;0.0033478406427854034;Nej;1.7;Qatar 13/6;Bosnien-Hercegovina 18/6;Canada 24/6;;;;;
Alex Kral;Tjekkiet;27;Midtbane;2000000;6000000;3.0;0;Ja;1.3;Sydkorea 12/6;Sydafrika 18/6;Mexico 25/6;;;;;
David Doudera;Tjekkiet;27;Midtbane;2000000;3500000;1.75;0.0005858721124874456;Nej;1.3;Sydkorea 12/6;Sydafrika 18/6;Mexico 25/6;;;;;
Denis Visinsky;Tjekkiet;27;Midtbane;2000000;3000000;1.5;0.0003998809656660343;Nej;1.3;Sydkorea 12/6;Sydafrika 18/6;Mexico 25/6;;;;;
Hugo Sochurek;Tjekkiet;27;Midtbane;2000000;3500000;1.75;0.0003161849495963992;Nej;1.3;Sydkorea 12/6;Sydafrika 18/6;Mexico 25/6;;;;;
Alexandr Sojka;Tjekkiet;27;Midtbane;2000000;2300000;1.15;0.0010136517501766916;Nej;1.3;Sydkorea 12/6;Sydafrika 18/6;Mexico 25/6;;;;;
Vladimir Darida;Tjekkiet;27;Midtbane;2000000;375000;0.19;0.001497228731912361;Nej;1.3;Sydkorea 12/6;Sydafrika 18/6;Mexico 25/6;;;;;
Atakan Karazor;Tyrkiet;15;Midtbane;2000000;12000000;6.0;0;Ja;1.7;Australien 14/6;Paraguay 20/6;USA 26/6;;;;;
Irfan Can Kahveci;Tyrkiet;15;Midtbane;2000000;3000000;1.5;0.0009299557341070565;Nej;1.7;Australien 14/6;Paraguay 20/6;USA 26/6;;;;;
Kaan Ayhan;Tyrkiet;15;Midtbane;2000000;1500000;0.75;0.0004184800803481754;Nej;1.7;Australien 14/6;Paraguay 20/6;USA 26/6;;;;;
Oguz Aydin;Tyrkiet;15;Midtbane;2000000;7000000;3.5;0.00040918052300710484;Nej;1.7;Australien 14/6;Paraguay 20/6;USA 26/6;;;;;
Salih Özcan;Tyrkiet;15;Midtbane;2000000;3500000;1.75;0.0010973477662463266;Nej;1.7;Australien 14/6;Paraguay 20/6;USA 26/6;;;;;
Luka Sucic;Kroatien;16;Midtbane;2000000;10000000;5.0;0.003478034445560391;Nej;2.0;England 17/6;Panama 23/6;Ghana 27/6;;;;;
Kees Smit;Holland;7;Midtbane;2000000;25000000;12.5;8.369601606963509e-05;Ja;2.0;Japan 14/6;Sverige 20/6;Tunesien 25/6;;;;;
Alexander Bernhardsson;Sverige;14;Midtbane;2000000;3000000;1.5;0.0027898672023211695;Nej;2.0;Tunesien 15/6;Holland 20/6;Japan 25/6;;;;;
Taha Abdi Ali;Sverige;14;Midtbane;2000000;1500000;0.75;0.0024736822527247704;Nej;2.0;Tunesien 15/6;Holland 20/6;Japan 25/6;;;;;
Sebastian Nanasi;Sverige;14;Midtbane;2000000;15000000;7.5;0;Ja;2.0;Tunesien 15/6;Holland 20/6;Japan 25/6;;;;;
Besfort Zeneli;Sverige;14;Midtbane;2000000;6000000;3.0;0.000855559275378492;Nej;2.0;Tunesien 15/6;Holland 20/6;Japan 25/6;;;;;
Yassine Titraoui;Algeriet;23;Midtbane;2000000;7000000;3.5;0.0008648588327195625;Nej;2.0;Argentina 17/6;Jordan 23/6;Østrig 28/6;;;;;
Adil Aouchiche;Algeriet;23;Midtbane;2000000;3500000;1.75;0;Ja;2.0;Argentina 17/6;Jordan 23/6;Østrig 28/6;;;;;
Paul Okon-Engstler;Australien;37;Midtbane;2000000;1200000;0.6;0.00024178849086783468;Nej;2.3;Tyrkiet 14/6;USA 19/6;Paraguay 26/6;;;;;
Cameron Devlin;Australien;37;Midtbane;2000000;2000000;1.0;0.00029758583491425807;Nej;2.3;Tyrkiet 14/6;USA 19/6;Paraguay 26/6;;;;;
Alexander 'Alex' Robertson;Australien;37;Midtbane;2000000;1500000;0.75;0;Ja;2.3;Tyrkiet 14/6;USA 19/6;Paraguay 26/6;;;;;
Mathew Leckie;Australien;37;Midtbane;2000000;300000;0.15;0.00033478406427854036;Nej;2.3;Tyrkiet 14/6;USA 19/6;Paraguay 26/6;;;;;
Patrick Yazbek;Australien;37;Midtbane;2000000;2000000;1.0;0;Ja;2.3;Tyrkiet 14/6;USA 19/6;Paraguay 26/6;;;;;
Ajdin Hrustic;Australien;37;Midtbane;2000000;600000;0.3;0.0009950526354945504;Nej;2.3;Tyrkiet 14/6;USA 19/6;Paraguay 26/6;;;;;
Christ Inao Oulaï;Elfenbenskysten;12;Midtbane;2000000;23000000;11.5;0.0007532641446267158;Nej;2.0;Ecuador 14/6;Tyskland 20/6;Curaçao 25/6;;;;;
Parfait Guiagon;Elfenbenskysten;12;Midtbane;2000000;5000000;2.5;0.0003533831789606815;Nej;2.0;Ecuador 14/6;Tyskland 20/6;Curaçao 25/6;;;;;
Augustine Boakye;Ghana;25;Midtbane;2000000;6000000;3.0;0.0005765725551463751;Nej;2.3;Panama 17/6;England 23/6;Kroatien 27/6;;;;;
Kodai Sano;Japan;21;Midtbane;2000000;4000000;2.0;0;Ja;2.3;Holland 14/6;Tunesien 21/6;Sverige 25/6;;;;;
Ryunosuke Sato;Japan;21;Midtbane;2000000;200000;0.1;0;Ja;2.3;Holland 14/6;Tunesien 21/6;Sverige 25/6;;;;;
Koki Saito;Japan;21;Midtbane;2000000;4000000;2.0;2.7898672023211696e-05;Ja;2.3;Holland 14/6;Tunesien 21/6;Sverige 25/6;;;;;
Joel Chima Fujita;Japan;21;Midtbane;2000000;1800000;0.9;0;Ja;2.3;Holland 14/6;Tunesien 21/6;Sverige 25/6;;;;;
Seung-Ho Paik;Sydkorea;33;Midtbane;2000000;2000000;1.0;0.0008369601606963508;Nej;1.7;Tjekkiet 12/6;Mexico 19/6;Sydafrika 25/6;;;;;
Hyun-seok Hong;Sydkorea;33;Midtbane;2000000;;;0;Ja;1.7;Tjekkiet 12/6;Mexico 19/6;Sydafrika 25/6;;;;;
Hyeok-kyu Kwon;Sydkorea;33;Midtbane;2000000;750000;0.38;0;Ja;1.7;Tjekkiet 12/6;Mexico 19/6;Sydafrika 25/6;;;;;
Ji-sung Eom;Sydkorea;33;Midtbane;2000000;1800000;0.9;0.0004928765390767399;Nej;1.7;Tjekkiet 12/6;Mexico 19/6;Sydafrika 25/6;;;;;
Dong-gyeong Lee;Sydkorea;33;Midtbane;2000000;1600000;0.8;0.0010601495368820445;Nej;1.7;Tjekkiet 12/6;Mexico 19/6;Sydafrika 25/6;;;;;
Denzell Garcia;Mexico;26;Midtbane;2000000;6000000;3.0;0;Ja;1.3;Sydafrika 11/6;Sydkorea 19/6;Tjekkiet 25/6;;;;;
Luis Chavez;Mexico;26;Midtbane;2000000;6000000;3.0;0.005328646356433433;Nej;1.3;Sydafrika 11/6;Sydkorea 19/6;Tjekkiet 25/6;;;;;
Yuki Soma;Japan;21;Midtbane;2000000;1300000;0.65;7.439645872856452e-05;Ja;2.3;Holland 14/6;Tunesien 21/6;Sverige 25/6;;;;;
Ben Old;New Zealand;43;Midtbane;2000000;1800000;0.9;0.0006044712271695867;Nej;1.7;Iran 16/6;Egypten 22/6;Belgien 27/6;;;;;
Lachlan Bayliss;New Zealand;43;Midtbane;2000000;550000;0.28;0.00013949336011605847;Nej;1.7;Iran 16/6;Egypten 22/6;Belgien 27/6;;;;;
Mauricio Magalhaes Prado;Paraguay;30;Midtbane;2000000;15000000;7.5;0.00016739203213927018;Nej;2.0;USA 13/6;Tyrkiet 20/6;Australien 26/6;;;;;
Gustavo Caballero;Paraguay;30;Midtbane;2000000;1000000;0.5;0.00026038760554997583;Nej;2.0;USA 13/6;Tyrkiet 20/6;Australien 26/6;;;;;
Hugo Cuenca;Paraguay;30;Midtbane;2000000;100000;0.05;1.859911468214113e-05;Ja;2.0;USA 13/6;Tyrkiet 20/6;Australien 26/6;;;;;
Lucas Ramon Romero;Paraguay;30;Midtbane;2000000;100000;0.05;0;Ja;2.0;USA 13/6;Tyrkiet 20/6;Australien 26/6;;;;;
Braian Ojeda;Paraguay;30;Midtbane;2000000;3500000;1.75;0.00029758583491425807;Nej;2.0;USA 13/6;Tyrkiet 20/6;Australien 26/6;;;;;
Jayden Adams;Sydafrika;40;Midtbane;2000000;1800000;0.9;0.00033478406427854036;Nej;1.7;Mexico 11/6;Tjekkiet 18/6;Sydkorea 25/6;;;;;
Carlos Andres Gomez;Colombia;22;Midtbane;2000000;11000000;5.5;0.0019808057136480304;Nej;2.0;Usbekistan 18/6;Congo DR 24/6;Portugal 27/6;;;;;
Alex Zendejas;USA;17;Midtbane;2000000;10000000;5.0;0.002603876055499758;Nej;2.0;Paraguay 13/6;Australien 19/6;Tyrkiet 26/6;;;;;
Jordy Alcivar;Ecuador;20;Midtbane;2000000;2000000;1.0;0.000362682736301752;Nej;2.3;Elfenbenskysten 14/6;Curaçao 21/6;Tyskland 25/6;;;;;
Yaimar Medina;Ecuador;20;Midtbane;2000000;4000000;2.0;0.0013112375850909497;Nej;2.3;Elfenbenskysten 14/6;Curaçao 21/6;Tyskland 25/6;;;;;
Amir Hadziahmetovic;Bosnien-Hercegovina;31;Midtbane;2000000;4000000;2.0;0.0009485548487891977;Nej;1.7;Canada 12/6;Schweiz 18/6;Qatar 24/6;;;;;
Ermin Mahmic;Bosnien-Hercegovina;31;Midtbane;2000000;5000000;2.5;0.00026968716289104636;Nej;1.7;Canada 12/6;Schweiz 18/6;Qatar 24/6;;;;;
Amir Mohammad Razzaghinia;Iran;44;Midtbane;2000000;1200000;0.6;0.00028828627757318754;Nej;1.7;New Zealand 16/6;Belgien 21/6;Egypten 27/6;;;;;
Roozbeh Cheshmi;Iran;44;Midtbane;2000000;450000;0.23;9.299557341070565e-05;Nej;1.7;New Zealand 16/6;Belgien 21/6;Egypten 27/6;;;;;
Mehdi Torabi;Iran;44;Midtbane;2000000;1200000;0.6;0.00023248893352676412;Nej;1.7;New Zealand 16/6;Belgien 21/6;Egypten 27/6;;;;;
Peter Gwargis;Irak;46;Midtbane;2000000;275000;0.14;0;Ja;3.0;Norge 16/6;Frankrig 22/6;Senegal 26/6;;;;;
Kevin Yakob;Irak;46;Midtbane;2000000;850000;0.42;0.005124056094929882;Nej;3.0;Norge 16/6;Frankrig 22/6;Senegal 26/6;;;;;
Diego Moreira;Belgien;9;Midtbane;2000000;25000000;12.5;0.0036082282483353794;Nej;1.0;Egypten 15/6;Iran 21/6;New Zealand 27/6;;;;;
Charles Vanhoutte;Belgien;9;Midtbane;2000000;5000000;2.5;9.299557341070565e-06;Ja;1.0;Egypten 15/6;Iran 21/6;New Zealand 27/6;;;;;
Ahmed Qasem;Irak;46;Midtbane;2000000;3500000;1.75;0.0007160659152624335;Nej;3.0;Norge 16/6;Frankrig 22/6;Senegal 26/6;;;;;
Azarias Londono;Panama;42;Midtbane;2000000;1000000;0.5;0.0001580924747981996;Nej;2.7;Ghana 17/6;Kroatien 23/6;England 27/6;;;;;
Cesar Yanis;Panama;42;Midtbane;2000000;400000;0.2;0.00020459026150355242;Nej;2.7;Ghana 17/6;Kroatien 23/6;England 27/6;;;;;
Hasan Abdulkareem;Irak;46;Midtbane;2000000;400000;0.2;0;Ja;3.0;Norge 16/6;Frankrig 22/6;Senegal 26/6;;;;;
Haissem Hassan;Egypten;34;Midtbane;2000000;3500000;1.75;0.0003719822936428226;Nej;1.7;Belgien 15/6;New Zealand 22/6;Iran 27/6;;;;;
Alberto Quintero;Panama;42;Midtbane;2000000;75000;0.04;0.0005207752110999517;Nej;2.7;Ghana 17/6;Kroatien 23/6;England 27/6;;;;;
Yoel Barcenas;Panama;42;Midtbane;2000000;650000;0.33;0.0013391362571141614;Nej;2.7;Ghana 17/6;Kroatien 23/6;England 27/6;;;;;
Islam Issa;Egypten;34;Midtbane;2000000;350000;0.17;0;Ja;1.7;Belgien 15/6;New Zealand 22/6;Iran 27/6;;;;;
Mohamed Rabie Hrimat;Marokko;11;Midtbane;2000000;1600000;0.8;0;Ja;2.0;Brasilien 13/6;Skotland 19/6;Haiti 24/6;;;;;
Samir El Mourabet;Marokko;11;Midtbane;2000000;22000000;11.0;0.0009113566194249153;Nej;2.0;Brasilien 13/6;Skotland 19/6;Haiti 24/6;;;;;
Gessime Yassine;Marokko;11;Midtbane;2000000;12000000;6.0;0.0006323698991927984;Nej;2.0;Brasilien 13/6;Skotland 19/6;Haiti 24/6;;;;;
Nabil 'Dunga' Emad;Egypten;34;Midtbane;2000000;1000000;0.5;0.00023248893352676412;Nej;1.7;Belgien 15/6;New Zealand 22/6;Iran 27/6;;;;;
Mostafa Ziko;Egypten;34;Midtbane;2000000;1800000;0.9;0.0006788676858981512;Nej;1.7;Belgien 15/6;New Zealand 22/6;Iran 27/6;;;;;
Ayyoub Bouaddi;Marokko;11;Midtbane;2000000;50000000;25.0;0.003868615853885355;Nej;2.0;Brasilien 13/6;Skotland 19/6;Haiti 24/6;;;;;
Mortadha Ben Ouanes;Tunesien;35;Midtbane;2000000;1500000;0.75;3.719822936428226e-05;Nej;2.7;Sverige 15/6;Japan 21/6;Holland 25/6;;;;;
Khalil Ayari;Tunesien;35;Midtbane;2000000;1000000;0.5;0.00017669158948034074;Nej;2.7;Sverige 15/6;Japan 21/6;Holland 25/6;;;;;
Bara Sapoko Ndiaye;Senegal;13;Midtbane;2000000;4000000;2.0;0.0008090614886731392;Nej;2.3;Frankrig 16/6;Norge 23/6;Irak 26/6;;;;;
Cheikh Niasse;Senegal;13;Midtbane;2000000;1500000;0.75;0;Ja;2.3;Frankrig 16/6;Norge 23/6;Irak 26/6;;;;;
Nampalys Mendy;Senegal;13;Midtbane;2000000;2000000;1.0;0;Ja;2.3;Frankrig 16/6;Norge 23/6;Irak 26/6;;;;;
Sayfallah Ltaief;Tunesien;35;Midtbane;2000000;2000000;1.0;0;Ja;2.7;Sverige 15/6;Japan 21/6;Holland 25/6;;;;;
Mohamed 'Hadj' Mahmoud;Tunesien;35;Midtbane;2000000;2000000;1.0;0.00023248893352676412;Nej;2.7;Sverige 15/6;Japan 21/6;Holland 25/6;;;;;
Aissa Laidouni;Tunesien;35;Midtbane;2000000;5000000;2.5;0;Ja;2.7;Sverige 15/6;Japan 21/6;Holland 25/6;;;;;
Amor Layouni;Tunesien;35;Midtbane;2000000;750000;0.38;0;Ja;2.7;Sverige 15/6;Japan 21/6;Holland 25/6;;;;;
Sebastian Tounekti;Tunesien;35;Midtbane;2000000;5000000;2.5;0.00017669158948034074;Nej;2.7;Sverige 15/6;Japan 21/6;Holland 25/6;;;;;
Alaa Hejji;Saudi-Arabien;41;Midtbane;2000000;300000;0.15;0.00024178849086783468;Nej;2.0;Uruguay 15/6;Spanien 21/6;Kap Verde 27/6;;;;;
Lennon Miller;Skotland;29;Midtbane;2000000;4000000;2.0;0;Ja;2.3;Haiti 14/6;Marokko 19/6;Brasilien 24/6;;;;;
Andrew Irving;Skotland;29;Midtbane;2000000;5000000;2.5;0;Ja;2.3;Haiti 14/6;Marokko 19/6;Brasilien 24/6;;;;;
Lewis Ferguson;Skotland;29;Midtbane;2000000;14000000;7.0;0.003487334002901462;Nej;2.3;Haiti 14/6;Marokko 19/6;Brasilien 24/6;;;;;
Ahmed Al-Ganehi;Qatar;47;Midtbane;2000000;500000;0.25;0.0012926384704088085;Nej;2.0;Schweiz 13/6;Canada 18/6;Bosnien-Hercegovina 24/6;;;;;
Tahsin Jamshid;Qatar;47;Midtbane;2000000;200000;0.1;0.00013949336011605847;Nej;2.0;Schweiz 13/6;Canada 18/6;Bosnien-Hercegovina 24/6;;;;;
Marcelo Flores;Canada;28;Midtbane;2000000;4500000;2.25;0.00045567830971245766;Nej;1.7;Bosnien-Hercegovina 12/6;Qatar 18/6;Schweiz 24/6;;;;;
Tyler Fletcher;Skotland;29;Midtbane;2000000;1500000;0.75;0.0017204181080980546;Nej;2.3;Haiti 14/6;Marokko 19/6;Brasilien 24/6;;;;;
Mohammad Al-Dawoud;Jordan;48;Midtbane;2000000;150000;0.07;0.00012089424543391734;Nej;2.3;Østrig 17/6;Algeriet 23/6;Argentina 28/6;;;;;
Yousef Qashi;Jordan;48;Midtbane;2000000;200000;0.1;1.859911468214113e-05;Ja;2.3;Østrig 17/6;Algeriet 23/6;Argentina 28/6;;;;;
Mohammad Taha;Jordan;48;Midtbane;2000000;;;1.859911468214113e-05;Ja;2.3;Østrig 17/6;Algeriet 23/6;Argentina 28/6;;;;;
Nizar Al-Rashdan;Jordan;48;Midtbane;2000000;600000;0.3;0.00011159468809284678;Nej;2.3;Østrig 17/6;Algeriet 23/6;Argentina 28/6;;;;;
Mahmoud Al-Mardi;Jordan;48;Midtbane;2000000;350000;0.17;0.00013949336011605847;Nej;2.3;Østrig 17/6;Algeriet 23/6;Argentina 28/6;;;;;
Odeh Al-Fakhouri;Jordan;48;Midtbane;2000000;350000;0.17;2.7898672023211696e-05;Nej;2.3;Østrig 17/6;Algeriet 23/6;Argentina 28/6;;;;;
Ali Azaizeh;Jordan;48;Midtbane;2000000;325000;0.16;0.00010229513075177621;Nej;2.3;Østrig 17/6;Algeriet 23/6;Argentina 28/6;;;;;
Kevin Lenini Pina;Kap Verde;38;Midtbane;2000000;5000000;2.5;0.00023248893352676412;Nej;2.0;Spanien 15/6;Uruguay 21/6;Saudi-Arabien 27/6;;;;;
Yannick Semedo;Kap Verde;38;Midtbane;2000000;250000;0.12;0.0006509690138749395;Nej;2.0;Spanien 15/6;Uruguay 21/6;Saudi-Arabien 27/6;;;;;
Jamshid Iskanderov;Usbekistan;36;Midtbane;2000000;1000000;0.5;2.7898672023211696e-05;Nej;2.3;Colombia 18/6;Portugal 23/6;Congo DR 27/6;;;;;
Alisher Odilov;Usbekistan;36;Midtbane;2000000;450000;0.23;0;Ja;2.3;Colombia 18/6;Portugal 23/6;Congo DR 27/6;;;;;
Umarali Rakhmonaliyev;Usbekistan;36;Midtbane;2000000;800000;0.4;0;Ja;2.3;Colombia 18/6;Portugal 23/6;Congo DR 27/6;;;;;
Ibrokhim Ibrokhimov;Usbekistan;36;Midtbane;2000000;350000;0.17;0;Ja;2.3;Colombia 18/6;Portugal 23/6;Congo DR 27/6;;;;;
Dostonbek Khamdamov;Usbekistan;36;Midtbane;2000000;900000;0.45;0.00014879291745712903;Nej;2.3;Colombia 18/6;Portugal 23/6;Congo DR 27/6;;;;;
Sherzod Esanov;Usbekistan;36;Midtbane;2000000;450000;0.23;0.00010229513075177621;Nej;2.3;Colombia 18/6;Portugal 23/6;Congo DR 27/6;;;;;
Jacob Shaffelburg;Canada;28;Midtbane;2000000;2500000;1.25;0.00048357698173566937;Nej;1.7;Bosnien-Hercegovina 12/6;Qatar 18/6;Schweiz 24/6;;;;;
Felix Horn Myhre;Norge;10;Midtbane;2000000;4000000;2.0;4.6497786705352825e-05;Ja;2.3;Irak 16/6;Senegal 23/6;Frankrig 26/6;;;;;
Kristian Thorstvedt;Norge;10;Midtbane;2000000;12000000;6.0;0.0033013428560800507;Nej;2.3;Irak 16/6;Senegal 23/6;Frankrig 26/6;;;;;
Tahith Chong;Curaçao;45;Midtbane;2000000;3500000;1.75;0.0009671539634713387;Nej;2.7;Tyskland 14/6;Ecuador 21/6;Elfenbenskysten 25/6;;;;;
Thelo Aasgaard;Norge;10;Midtbane;2000000;2800000;1.4;0.004063906558047837;Nej;2.3;Irak 16/6;Senegal 23/6;Frankrig 26/6;;;;;
Dominique Simon;Haiti;39;Midtbane;2000000;200000;0.1;0.00013949336011605847;Nej;2.7;Skotland 14/6;Brasilien 20/6;Marokko 24/6;;;;;
Tyrese Noslin;Curaçao;45;Midtbane;2000000;750000;0.38;0.0003254845069374698;Nej;2.7;Tyskland 14/6;Ecuador 21/6;Elfenbenskysten 25/6;;;;;
Godfried Roemeratoe;Curaçao;45;Midtbane;2000000;350000;0.17;0.00014879291745712903;Nej;2.7;Tyskland 14/6;Ecuador 21/6;Elfenbenskysten 25/6;;;;;
Kevin Felida;Curaçao;45;Midtbane;2000000;400000;0.2;0.00020459026150355242;Nej;2.7;Tyskland 14/6;Ecuador 21/6;Elfenbenskysten 25/6;;;;;
Woodensky Pierre;Haiti;39;Midtbane;2000000;100000;0.05;0.00028828627757318754;Nej;2.7;Skotland 14/6;Brasilien 20/6;Marokko 24/6;;;;;
Carl Sainte;Haiti;39;Midtbane;2000000;125000;0.06;0.00012089424543391734;Nej;2.7;Skotland 14/6;Brasilien 20/6;Marokko 24/6;;;;;
Brian Cipenga;Congo DR;32;Midtbane;2000000;2000000;1.0;0.00022318937618569356;Nej;2.0;Portugal 17/6;Colombia 24/6;Usbekistan 27/6;;;;;
Woobens Pacius;Haiti;39;Angreb;2000000;200000;0.1;0;Ja;2.7;Skotland 14/6;Brasilien 20/6;Marokko 24/6;;;;;
Derrick Etienne Jr.;Haiti;39;Angreb;2000000;800000;0.4;5.579734404642339e-05;Nej;2.7;Skotland 14/6;Brasilien 20/6;Marokko 24/6;;;;;
Yassin Fortune;Haiti;39;Angreb;2000000;300000;0.15;0.00033478406427854036;Nej;2.7;Skotland 14/6;Brasilien 20/6;Marokko 24/6;;;;;
Brandley Kuwas;Curaçao;45;Angreb;2000000;250000;0.12;0.00012089424543391734;Nej;2.7;Tyskland 14/6;Ecuador 21/6;Elfenbenskysten 25/6;;;;;
Jeremy Antonisse;Curaçao;45;Angreb;2000000;800000;0.4;4.6497786705352825e-05;Nej;2.7;Tyskland 14/6;Ecuador 21/6;Elfenbenskysten 25/6;;;;;
Jürgen Locadia;Curaçao;45;Angreb;2000000;200000;0.1;0.00016739203213927018;Nej;2.7;Tyskland 14/6;Ecuador 21/6;Elfenbenskysten 25/6;;;;;
Ar'jany Martha;Curaçao;45;Angreb;2000000;700000;0.35;0.00013019380277498792;Nej;2.7;Tyskland 14/6;Ecuador 21/6;Elfenbenskysten 25/6;;;;;
Sontje Hansen;Curaçao;45;Angreb;2000000;3500000;1.75;0.00012089424543391734;Nej;2.7;Tyskland 14/6;Ecuador 21/6;Elfenbenskysten 25/6;;;;;
Lenny Joseph;Haiti;39;Angreb;2000000;2000000;1.0;4.6497786705352825e-05;Nej;2.7;Skotland 14/6;Brasilien 20/6;Marokko 24/6;;;;;
Azizbek Amanov;Usbekistan;36;Angreb;2000000;500000;0.25;9.299557341070565e-05;Nej;2.3;Colombia 18/6;Portugal 23/6;Congo DR 27/6;;;;;
Igor Sergeev;Usbekistan;36;Angreb;2000000;1200000;0.6;3.719822936428226e-05;Nej;2.3;Colombia 18/6;Portugal 23/6;Congo DR 27/6;;;;;
Aribim Pepple;Canada;28;Angreb;2000000;375000;0.19;0;Ja;1.7;Bosnien-Hercegovina 12/6;Qatar 18/6;Schweiz 24/6;;;;;
Findlay Curtis;Skotland;29;Angreb;2000000;2000000;1.0;0.0003254845069374698;Nej;2.3;Haiti 14/6;Marokko 19/6;Brasilien 24/6;;;;;
Jacen Russell-Rowe;Canada;28;Angreb;2000000;3000000;1.5;9.299557341070565e-06;Ja;1.7;Bosnien-Hercegovina 12/6;Qatar 18/6;Schweiz 24/6;;;;;
Mohammed Muntari;Qatar;47;Angreb;2000000;200000;0.1;0.0001859911468214113;Nej;2.0;Schweiz 13/6;Canada 18/6;Bosnien-Hercegovina 24/6;;;;;
Yusuf Abdurisag;Qatar;47;Angreb;2000000;275000;0.14;0.0005021760964178105;Nej;2.0;Schweiz 13/6;Canada 18/6;Bosnien-Hercegovina 24/6;;;;;
Ross Stewart;Skotland;29;Angreb;2000000;2500000;1.25;0.0006602685712160101;Nej;2.3;Haiti 14/6;Marokko 19/6;Brasilien 24/6;;;;;
Louey Ben Farhat;Tunesien;35;Angreb;2000000;10000000;5.0;0;Ja;2.7;Sverige 15/6;Japan 21/6;Holland 25/6;;;;;
Rayan Elloumi;Tunesien;35;Angreb;2000000;800000;0.4;0.0001859911468214113;Nej;2.7;Sverige 15/6;Japan 21/6;Holland 25/6;;;;;
Boulaye Dia;Senegal;13;Angreb;2000000;15000000;7.5;0;Ja;2.3;Frankrig 16/6;Norge 23/6;Irak 26/6;;;;;
